sample_id,seed,f1_norm,f2_norm,f3_norm,f4_norm,f1_vol,f2_vol,f3_vol,f4_vol,f_Al_vol,kappa,E,rho,delta_alpha,delta_T
71,42,0.526813814091,0.213701400989,0.031026386605,0.228458398316,0.105362762818,0.042740280198,0.006205277321,0.045691679663,0.800000000000,131.637343432003,80.526302835447,2.713679414679,0.349685630597,15.149094016977
72,42,0.044593030943,0.335474400369,0.336146163695,0.283786404993,0.008918606189,0.067094880074,0.067229232739,0.056757280999,0.800000000000,140.987803710276,78.495641216622,2.833351521731,0.932959076698,79.728101296164
73,42,0.025510733271,0.024425387727,0.775359334003,0.174704545000,0.005102146654,0.004885077545,0.155071866801,0.034940909000,0.800000000000,149.952679385394,79.973791226134,2.955532559197,0.774472055766,82.283602600386
74,42,0.455416168380,0.310466009642,0.120254731029,0.113863090949,0.091083233676,0.062093201928,0.024050946206,0.022772618190,0.800000000000,130.455652520461,80.566850671610,2.690081146170,0.314507119737,24.710666730538
75,42,0.412073571533,0.343941988888,0.238439621440,0.005544818138,0.082414714307,0.068788397778,0.047687924288,0.001108963628,0.800000000000,130.279998731874,80.861251315094,2.682761775574,0.344296294967,30.515107300254
76,42,0.342071068737,0.042033957720,0.440008291836,0.175886681707,0.068414213747,0.008406791544,0.088001658367,0.035177336341,0.800000000000,140.932784073103,80.811119786201,2.840953188078,0.025354024569,39.889842474713
77,42,0.121358599189,0.011980506368,0.784130908898,0.082529985545,0.024271719838,0.002396101274,0.156826181780,0.016505997109,0.800000000000,147.349616764616,80.734318774379,2.920548272572,0.430622583285,69.447656396558
78,42,0.612652322762,0.278773603049,0.058613682633,0.049960391557,0.122530464552,0.055754720610,0.011722736527,0.009992078311,0.800000000000,127.133849922604,81.425899413525,2.644185600366,0.793371620784,3.653600935745
79,42,0.102791896767,0.268981005337,0.474674436823,0.153552661074,0.020558379353,0.053796201067,0.094934887365,0.030710532215,0.800000000000,140.834009857206,79.506225302635,2.829742565851,0.605849346497,71.934109184998
80,42,0.234186315703,0.521299812828,0.105448624154,0.139065247315,0.046837263141,0.104259962566,0.021089724831,0.027813049463,0.800000000000,130.500844018266,79.135816105473,2.682981947315,0.297350147464,54.337768601076
81,42,0.101353958607,0.377697325990,0.286455137389,0.234493578015,0.020270791721,0.075539465198,0.057291027478,0.046898715603,0.800000000000,138.146612396578,78.759408936979,2.793220209919,0.735796817702,72.126677863394
82,42,0.293580858305,0.012469329395,0.462688332571,0.231261479728,0.058716171661,0.002493865879,0.092537666514,0.046252295946,0.800000000000,143.252143293814,80.500128974060,2.873695694796,0.208424630360,46.383651455734
83,42,0.135042912313,0.062265710584,0.268615680454,0.534075696649,0.027008582463,0.012453142117,0.053723136091,0.106815139330,0.800000000000,147.222114459741,78.423159589489,2.931905181312,0.983544112257,67.615053183034
84,42,0.143267967696,0.091137456186,0.385213547190,0.380381028928,0.028653593539,0.018227491237,0.077042709438,0.076076205786,0.800000000000,145.602484659828,79.096624721572,2.905264390823,0.770512050141,66.513553766143
85,42,0.099972825510,0.753475125059,0.099982387901,0.046569661530,0.019994565102,0.150695025012,0.019996477580,0.009313932306,0.800000000000,127.390883523820,78.452982511459,2.628344762225,0.552066265174,72.311639207738
86,42,0.272935311763,0.002587483752,0.212706682035,0.511770522450,0.054587062353,0.000517496750,0.042541336407,0.102354104490,0.800000000000,145.119020711143,79.114849858734,2.907108642296,0.612964067542,49.148503048665
87,42,0.079035957606,0.080458379331,0.116324285435,0.724181377627,0.015807191521,0.016091675866,0.023264857087,0.144836275525,0.800000000000,148.935738073439,77.287987919457,2.958878932892,1.371559450110,75.115504557349
88,42,0.438238585934,0.133148644405,0.083947462162,0.344665307499,0.087647717187,0.026629728881,0.016789492432,0.068933061500,0.800000000000,136.503622016443,79.971813146805,2.785312647620,0.013957632835,27.011088571714
89,42,0.211660284211,0.052258059307,0.115185520670,0.620896135812,0.042332056842,0.010451611861,0.023037104134,0.124179227162,0.800000000000,145.759311741558,78.253764650447,2.916803970510,0.910585018125,57.354454738398
90,42,0.170365299021,0.747728468218,0.062522945712,0.019383287050,0.034073059804,0.149545693644,0.012504589142,0.003876657410,0.800000000000,125.701687442024,78.803337144120,2.604535074010,0.329779020126,62.884679155143
91,42,0.001610561994,0.129478394367,0.218766950389,0.650144093250,0.000322112399,0.025895678873,0.043753390078,0.130028818650,0.800000000000,149.357116310048,77.267227342243,2.959672578635,1.472696338286,85.484313537762
92,42,0.382790714697,0.238544941889,0.217893189698,0.160771153715,0.076558142939,0.047708988378,0.043578637940,0.032154230743,0.800000000000,134.406013061256,80.365326108366,2.747294872545,0.077038018731,34.436667487744
93,42,0.346005041024,0.300535028754,0.217964540907,0.135495389316,0.069201008205,0.060107005751,0.043592908181,0.027099077863,0.800000000000,133.579550271395,80.183229564077,2.732983905696,0.013283309689,39.363004906131
94,42,0.222208113825,0.466752966577,0.147273109431,0.163765810167,0.044441622765,0.093350593315,0.029454621886,0.032753162033,0.800000000000,132.353041051647,79.158123686005,2.710849319482,0.353484181319,55.941889396614
95,42,0.318360263533,0.284985294951,0.075996477843,0.320657963674,0.063672052707,0.056997058990,0.015199295569,0.064131592735,0.800000000000,135.367032861026,79.258159641853,2.763416029513,0.295965183882,43.065193507682
96,42,0.149706760911,0.249881624272,0.479356549750,0.121055065067,0.029941352182,0.049976324854,0.095871309950,0.024211013013,0.800000000000,140.011772638711,79.858869018118,2.818831456787,0.446051769906,65.651270578772
97,42,0.338478659313,0.013978086631,0.578586517537,0.068956736520,0.067695731863,0.002795617326,0.115717303507,0.013791347304,0.800000000000,141.422971839239,81.411222312163,2.844842560103,0.102010735294,40.370937944851
98,42,0.530046235457,0.105538870644,0.325202461113,0.039212432785,0.106009247091,0.021107774129,0.065040492223,0.007842486557,0.800000000000,133.806696010409,81.803901927540,2.740705726310,0.599823373242,14.716208147539
99,42,0.435487145008,0.298308159006,0.034526268762,0.231678427225,0.087097429002,0.059661631801,0.006905253752,0.046335685445,0.800000000000,131.696163727607,79.978484235683,2.711145381273,0.112044929165,27.379561540572
